"","WQ_Station_Name","River.Type","River.Name","Date","pH","DO","BOD","COD","SS","TN","TP","TOC","WT","EC","DTN","NH3N","NO3N","DTP","PO4P","Chlorophyll"
"10192","M11","M","ND",2013-10-23,8.4,12.1,3.1,7.2,17.6,2.939,0.076,NA,19,331,2.797,0.123,2.281,0.015,0.076,84.7
"10193","T10a","T","NG",2013-10-24,7.6,9.6,1.1,4.6,9.2,1.66,0.038,2.8,19,157,NA,NA,NA,NA,NA,22.6
"10194","T6b","T","GM",2013-10-28,7.5,10.1,0.8,3.6,20.6,3.948,0.095,1.9,15.6,358,3.623,0.208,3.237,0.078,0.063,3.4
"10195","T10b","T","NG",2013-10-28,8.3,11.6,1.7,5,9.8,1.644,0.035,3,17.1,167,1.382,0.033,1.122,0.011,0.003,35.6
"10196","T2","T","NS",2013-10-28,7.7,12.2,0.4,2.2,1.4,4.008,0.056,0.9,13.6,231,3.458,0.011,3.212,0.048,0.044,1.6
"10197","T1","T","BB",2013-10-28,8.4,11,1.4,3.8,4.8,3.277,0.021,2.4,15.1,214,2.997,0.023,2.723,0.007,NA,10.9
"10198","M5","M","ND",2013-10-28,8.4,10.9,1.8,5,8,2.563,0.057,2.8,16.9,216,2.425,0.035,2.106,0.034,0.003,36.7
"10199","M1","M","ND",2013-10-28,8.8,5.2,1.2,4.2,3,1.941,0.012,2.4,18,186,1.867,0.064,1.453,0.007,0.006,4.1
"10200","M2","M","ND",2013-10-28,8.7,11.8,1.9,4.2,2.8,2.606,0.02,2.6,16,193,2.573,0.098,2.014,0.01,0.009,5.4
"10201","M3","M","ND",2013-10-28,8.3,10.7,1.1,3,2.2,2.478,0.015,1.8,16,206,2.454,0.04,2.151,0.008,0.002,2.2
"10202","M13","M","ND",2013-10-28,8.9,12.2,2.6,6.7,11.8,2.53,0.061,4.2,18.2,247,2.246,0.031,1.852,0.052,0.004,53.9
"10203","T5b","T","WE",2013-10-28,8.3,11.2,2.1,4.8,3.6,2.553,0.053,2.8,16.4,302,2.266,0.053,1.898,0.014,NA,9.4
"10204","T6a","T","GM",2013-10-28,7.4,10.5,0.8,3.5,2.4,3.834,0.11,1.9,14.7,358,NA,NA,NA,NA,NA,3.7
"10205","T7b","T","KH",2013-10-29,8.5,13,3.1,7.2,6.2,8.494,0.077,5.2,16.8,801,7.801,0.022,7,0.064,0.012,37
"10206","M14","M","ND",2013-10-29,8.4,10.9,2.1,5.3,8.4,2.362,0.04,2.8,18,230,2.239,0,2.142,0.01,0.008,40.6
"10207","M9","M","ND",2013-10-29,8.7,12.1,2.4,6,15.8,1.928,0.028,NA,18,228,1.899,0.036,1.483,0.012,0.003,47.2
"10208","M12","M","ND",2013-10-29,9,11,2.2,6.4,11.4,3.343,0.062,4.6,18,317,2.466,0.025,2.084,0.05,NA,60
"10209","T11b","T","MR",2013-10-29,8.7,12,1.8,3.8,3.2,2.301,0.022,2.1,17.1,208,1.953,0.025,1.765,0.011,NA,12.2
"10210","T4","T","BS",2013-10-29,8.7,11.5,1.1,3.3,2.2,2.807,0.018,2,16.6,290,2.637,0.063,2.288,0.046,0.035,8.3
"10211","M6","M","ND",2013-10-29,8.2,12.3,2.1,5.4,13,2.048,0.032,2.5,17,212,2.035,0.01,1.692,0.02,0.002,49.1
"10212","M15","M","ND",2013-10-29,8.2,10.1,2,5.6,12.4,2.04,0.048,2.7,18,215,1.949,0.072,1.62,0.015,0.01,31.9
"10213","M8","M","ND",2013-10-29,8.9,12.4,1.8,6.2,21.2,2.51,0.033,3,17,293,2.439,0.15,2.019,0.018,0.006,68
"10214","T9b","T","HG",2013-10-29,8.2,11.2,0.6,2.3,4.8,1.73,0.02,1.4,16.3,129,1.581,0.021,1.432,0.012,0.008,1.9
"10215","T8b","T","HO",2013-10-29,8.7,11.6,1.2,2.7,0.8,1.784,0.011,1.6,18.7,223,1.609,0.021,1.398,0.007,0.003,4.4
"10216","M7","M","ND",2013-10-29,9.1,13,3.1,7.4,14.4,2.966,0.076,4.3,17.5,301,2.489,0.017,2.103,0.038,NA,83.3
"10217","M10","M","ND",2013-10-30,8.9,12.6,3.1,6.6,13.4,3.624,0.053,3.1,18,416,3.518,0.08,3.01,0.019,0.007,54.2
"10218","T10a","T","NG",2013-10-30,7.7,8.9,0.8,4.2,4.8,1.539,0.025,2.8,16.6,157,NA,NA,NA,NA,NA,11
"10219","M11","M","ND",2013-10-30,8.9,12.8,2.9,6.8,13.2,3.406,0.056,NA,18,393,3.217,0.031,2.725,0.021,0.004,65
"10220","T11b","T","MR",2013-11-04,8.5,12.9,1,3.9,5.2,2.203,0.029,2.3,16.2,232,2.016,0.045,1.797,0.011,0.004,14.6
"10221","T4","T","BS",2013-11-04,8.5,12.7,0.9,4.1,2.8,3.095,0.053,2.3,16.7,313,3.07,0.116,2.558,0.034,0.028,17.2
"10222","M1","M","ND",2013-11-04,7.6,5.1,0.6,3,1.8,1.626,0.021,2.1,17,166,1.625,0.035,1.451,0.009,0.002,5.1
"10223","M2","M","ND",2013-11-04,8,10.7,1,3.6,2.2,2.052,0.026,2.1,17,186,2.01,0.053,1.815,0.025,0.003,4.4
"10224","T9b","T","HG",2013-11-04,7.7,10.8,0.3,3.2,11,1.675,0.026,1.5,15.8,122,1.543,0.025,1.376,0.014,0.008,4.9
"10225","M7","M","ND",2013-11-04,8.9,12.1,4.4,7.6,16,3.117,0.072,4.4,16.4,309,2.638,0.067,2.17,0.018,0.006,87.1
"10226","T6b","T","GM",2013-11-05,7.9,11.1,0.5,3.8,6.8,4.252,0.09,1.9,16.3,362,3.898,0.21,3.499,0.083,0.069,7
"10227","T7b","T","KH",2013-11-05,8.8,13.9,4.4,8,10,8.789,0.08,6.3,16.9,849,7.935,0.027,7.34,0.019,0.004,68.6
"10228","T10b","T","NG",2013-11-05,8.2,10.7,1.6,4.5,5.2,1.682,0.027,2.8,17.2,180,1.495,0.025,1.262,0.011,0.003,19.9
"10229","M14","M","ND",2013-11-05,8.1,9.9,2.1,4.5,7.2,2.247,0.065,2.1,17,258,2.045,0.061,1.938,0.039,0.03,14.5
"10230","T2","T","NS",2013-11-05,8.3,10.8,0.6,2.3,3.8,3.508,0.045,1,15.2,235,3.349,0.021,3.204,0.04,0.034,3.2
"10231","M9","M","ND",2013-11-05,8.7,9.3,1.7,5.2,7.8,2.121,0.049,NA,18,233,2.048,0.032,1.621,0.015,0.001,21.5
"10232","M12","M","ND",2013-11-05,8.5,10.2,1.1,5.6,11.6,3.212,0.069,4.2,18,367,2.839,0.113,2.364,0.032,0.017,15.4
"10233","T1","T","BB",2013-11-05,8,11,1.4,3.7,3.4,3.06,0.02,2.5,14.7,223,2.982,0.026,2.502,0.006,0.003,7.2
"10234","M15","M","ND",2013-11-05,7.5,9.1,1.4,3.6,9.2,1.829,0.049,2.1,18,266,1.793,0.03,1.759,0.024,0.021,12.6
"10235","M5","M","ND",2013-11-05,8.8,11.7,1.6,5.1,7.2,2.643,0.027,2.8,16.9,228,2.41,0.021,2.176,0.008,NA,36.7
"10236","M8","M","ND",2013-11-05,8.4,13.7,2.7,6.4,18.6,3.134,0.099,5,18,319,2.877,0.114,2.073,0.03,0.003,39.3
"10237","M13","M","ND",2013-11-05,8.5,10.6,1.8,5.6,7.8,2.459,0.047,3.3,17.2,281,2.294,0.062,1.902,0.023,0.011,12.8
"10238","T5b","T","WE",2013-11-05,8.8,12.6,2.9,6.3,8,2.535,0.036,3.6,16.1,265,2.255,0.026,1.932,0.012,0.004,36.6
"10239","T8b","T","HO",2013-11-05,8.8,12.9,1.2,3.1,1.4,1.683,0.017,1.9,19.5,235,1.654,0.021,1.407,0.011,0.003,5.5
"10240","T6a","T","GM",2013-11-05,7.6,10.7,1,3.6,2.4,4.145,0.089,2,15.1,355,NA,NA,NA,NA,NA,3.9
"10241","T11a","T","MR",2013-11-05,8.7,11,1.5,3.3,2.8,1.559,0.018,2.5,16.6,181,0.016,NA,0.782,0.016,0.007,3.6
"10242","T9a","T","HG",2013-11-05,7.9,10.5,1.4,3.6,7.6,1.268,0.032,2.4,15.5,126,1.147,NA,0.692,0.031,0.01,2.2
"10243","T8a","T","HO",2013-11-05,8.4,11.8,1.5,3.2,3.8,1.774,0.021,1.6,16,242,1.694,0.033,1.447,0.012,0.003,5.2
"10244","M10","M","ND",2013-11-06,8.3,10.9,2,5.8,9.4,3.805,0.079,3.3,16,404,3.795,0.093,3.128,0.024,0.002,11.7
"10245","M11","M","ND",2013-11-06,8.4,10.5,1.9,5.4,9,3.61,0.076,NA,16,402,3.456,0.092,2.951,0.029,0.007,13.3
"10246","T7a","T","KH",2013-11-07,8.2,10.7,2.9,6.1,8.2,10.128,0.048,4,16.9,531,8.352,0.037,6.525,0.014,0.013,46.9
"10247","T10a","T","NG",2013-11-07,7.8,10.1,0.4,4.5,3.6,1.758,0.025,2.4,17,184,NA,NA,NA,NA,NA,6.8
"10248","T5a","T","WE",2013-11-07,8.7,13.1,0.7,3.2,0.6,2.145,0.014,2.1,16,316,2.083,0.066,0.879,0.012,0.001,2.4
"10249","T6b","T","GM",2013-11-11,7.6,12,1,3.5,7,4.441,0.077,2.1,10.1,362,4.109,0.212,3.54,0.065,0.054,7.3
"10250","T10b","T","NG",2013-11-11,7.9,11.4,0.9,4.5,5.4,1.983,0.034,2.4,12.8,214,1.842,0.025,1.49,0.014,0.003,13.9
"10251","T2","T","NS",2013-11-11,7.7,12.7,0.4,2.6,5.8,3.67,0.06,1.3,7.8,251,3.559,0.015,3.279,0.037,0.033,4.9
"10252","T1","T","BB",2013-11-11,7.9,11.5,1.4,4.5,5.6,2.654,0.034,2.5,10.7,216,2.301,0.085,1.925,0.008,0.003,6.6
"10253","M5","M","ND",2013-11-11,8.7,12.2,1.7,4.9,11.4,2.606,0.032,2.6,13.5,228,2.302,0.019,2.031,0.01,NA,60.1
"10254","M1","M","ND",2013-11-11,8.7,7,0.8,3.4,2.6,1.708,0.016,2.2,15,192,1.594,0.039,0.696,0.014,0.002,3.8
"10255","M2","M","ND",2013-11-11,8.2,12.1,0.7,3.6,2.8,2.163,0.025,2.3,13,203,2.15,0.044,0.9,0.019,0.002,3.6
"10256","M3","M","ND",2013-11-11,7.9,12.4,1,2.8,1,2.558,0.016,2.1,8,204,2.535,0.025,1.076,0.012,0.002,0.8
"10257","M13","M","ND",2013-11-11,7.9,10.5,0.7,5.2,11.4,2.572,0.056,2.8,14.3,290,2.434,0.102,1.979,0.03,0.021,12.8
"10258","T5b","T","WE",2013-11-11,8,11.2,1.6,4.2,6.6,2.246,0.025,2.8,12.4,319,1.998,0.053,1.624,0.011,NA,15.8
"10259","T6a","T","GM",2013-11-11,7.6,13.1,0.9,4,7,4.019,0.104,2.1,8.8,351,NA,NA,NA,NA,NA,9.6
"10260","T7b","T","KH",2013-11-12,8.1,12,2.4,7.8,6.2,8.549,0.08,5.3,12.1,777,7.902,0.027,6.926,0.03,0.011,26.4
"10261","M14","M","ND",2013-11-12,8,8.1,1.5,5.2,10.6,2.137,0.057,1.8,14,282,2.12,0.066,1.972,0.026,0.016,22.7
"10262","M9","M","ND",2013-11-12,8.9,10.2,1.4,5.2,10.6,2.239,0.039,2.8,14,249,2.18,0.09,0.837,0.023,0.006,10.3
"10263","M12","M","ND",2013-11-12,8.3,9.7,1,5.9,16.4,3.829,0.077,4,14.2,424,3.711,0.156,2.86,0.047,0.027,16
"10264","T11b","T","MR",2013-11-12,8.5,12.5,2.1,4.8,9.6,2.383,0.039,2.8,12.3,238,2.368,0.026,1.794,0.015,0.003,24.1
"10265","T4","T","BS",2013-11-12,8.5,12.1,1.3,4.1,3,2.928,0.095,2.5,11.9,302,2.812,0.046,2.396,0.055,0.054,7.2
"10266","M6","M","ND",2013-11-12,9.3,12.8,1.7,5,14.4,2.521,0.052,2.4,13,219,2.364,0.049,0.961,0.014,0.001,43.4
"10267","M15","M","ND",2013-11-12,8,8.7,1.6,4.4,10.8,1.967,0.062,2.3,14,247,1.924,0.095,1.668,0.032,0.022,14.7
"10268","M4","M","ND",2013-11-12,8.7,12.6,1.9,4.6,10,2.544,0.03,2.1,13,225,2.484,0.045,0.994,0.011,0.002,47.6
"10269","M8","M","ND",2013-11-12,9.1,11.1,2.1,6.2,13.4,3.069,0.076,3,14,298,2.953,0.135,1.028,0.028,0.003,31.4
"10270","T9b","T","HG",2013-11-12,8.2,11.2,0.7,3.4,5.8,1.875,0.027,1.8,10.5,133,1.867,0.056,1.557,0.017,0.009,2.2
"10271","T8b","T","HO",2013-11-12,8.1,11.6,0.9,3.1,1.8,2.623,0.018,1.5,12.8,263,2.61,0.024,2.266,0.013,0.004,6
"10272","M7","M","ND",2013-11-12,8.7,11.5,2.6,6.6,14.4,2.995,0.055,4.3,14,322,2.714,0.033,2.213,0.015,NA,54.2
"10273","M10","M","ND",2013-11-13,8.5,10.4,1.6,5.6,13.4,4.266,0.082,3.2,14,439,4.201,0.122,1.79,0.029,0.007,20.3
"10274","T10a","T","NG",2013-11-13,8.1,10.7,0.7,4.1,1.8,2.17,0.035,2.4,10.1,200,NA,NA,NA,NA,NA,2.8
"10275","M11","M","ND",2013-11-13,8.4,10.3,2.2,6,15.6,3.406,0.056,3.3,14,472,3.354,0.116,1.914,0.03,0.003,15.1
"10276","T3b","T","YG",2013-11-14,8.1,11.6,1.3,2,1,2.359,0.009,1,9.3,318,2.254,0.024,2.245,0.009,0.005,1.2
"10277","T3a","T","YG",2013-11-14,8,13.1,1.1,1.4,0.5,2.422,0.009,0.8,7.4,304,2.2,0.021,2.158,0.007,0.004,0.8
"10278","T11b","T","MR",2013-11-18,8.1,12.1,1.4,3.7,6.6,2.191,0.025,2,10.2,236,1.879,0.059,1.637,0.02,NA,13.3
"10279","T4","T","BS",2013-11-18,7.9,12.8,0.7,3.6,1.6,3.191,0.042,2.1,7.4,338,3.012,0.102,2.635,0.034,0.027,4.2
"10280","M1","M","ND",2013-11-18,7.9,8.5,0.7,3,2.8,1.664,0.017,2.1,13,160,1.6,0.057,0.638,0.009,0.003,5.1
"10281","M2","M","ND",2013-11-18,8.3,12.5,1,3.6,3.2,2.361,0.026,2.2,9,196,2.308,0.073,0.871,0.025,0.003,5.3
"10282","T9b","T","HG",2013-11-18,7.2,10,0.7,3.2,9.4,1.839,0.017,1.7,8.9,132,1.602,0.015,1.433,0.014,0.006,3.4
"10283","M7","M","ND",2013-11-18,8.9,12.3,2.2,5.4,9.4,2.74,0.037,3.1,10.9,267,2.459,0.031,2.077,0.012,NA,34.1
"10284","T6b","T","GM",2013-11-19,7.7,12.1,0.7,4.3,43,4.958,0.083,2.1,8.2,405,4.616,0.312,3.91,0.067,0.053,5.5
"10285","T7b","T","KH",2013-11-19,8.4,13.7,3.2,8.6,6.8,9.237,0.064,5.7,10.2,884,8.147,0.022,7.292,0.021,NA,42.5
"10286","T10b","T","NG",2013-11-19,7.9,13,1.1,4.4,2.8,2.27,0.039,2.2,9.4,220,2.117,0.049,1.786,0.023,0.004,7.9
"10287","M14","M","ND",2013-11-19,8.3,10.6,1.8,4.9,8,3.007,0.066,2.8,11,351,2.819,0.055,2.389,0.035,0.035,19.8
"10288","T2","T","NS",2013-11-19,7.9,12.4,0.3,2.5,5.6,4.194,0.043,1,6,258,3.632,0.017,3.325,0.037,0.035,2
"10289","M9","M","ND",2013-11-19,8.7,10.2,1.5,5.4,13.4,2.648,0.046,NA,12,291,2.602,0.144,1.916,0.029,0.01,6.4
"10290","M12","M","ND",2013-11-19,8.1,9.8,1.5,6.8,14.4,4.732,0.07,4.1,12.1,483,4.252,0.171,3.515,0.044,0.024,11.7
"10291","T1","T","BB",2013-11-19,7.8,13.5,1.9,4.2,4.8,2.939,0.028,2.5,6.6,220,2.785,0.079,2.295,0.012,0.005,5
"10292","M15","M","ND",2013-11-19,8.5,10.8,1.6,4.3,10,2.217,0.055,2.7,12,272,2.043,0.015,1.726,0.028,0.008,24.4
"10293","M5","M","ND",2013-11-19,8.7,12.7,2,5.5,9.6,2.576,0.027,2.8,9.9,231,2.415,0.018,1.946,0.01,NA,63.5
"10294","M8","M","ND",2013-11-19,8.7,10.9,1.4,5.4,10,2.93,0.052,2.6,12,320,2.715,0.121,2.305,0.028,0.012,12.1
"10295","M13","M","ND",2013-11-19,7.9,11.7,1.2,5.8,9.4,3.214,0.053,3.2,11.7,361,3.017,0.105,2.522,0.044,0.019,16.5
"10296","T5b","T","WE",2013-11-19,7.9,12,1.8,4.7,6.2,2.149,0.028,2.7,8.3,325,1.951,0.075,1.63,0.01,NA,16.4
"10297","T8b","T","HO",2013-11-19,8.5,12.5,1.1,3.8,2.2,2.213,0.036,1.6,11.6,274,2.193,0.019,1.915,0.012,NA,6.2
"10298","T6a","T","GM",2013-11-19,7.8,11.7,0.9,3.9,9.4,4.492,0.09,2.5,9.1,403,NA,NA,NA,NA,NA,5.4
"10299","M10","M","ND",2013-11-20,8.1,8.6,1.6,5.2,9.8,4.034,0.056,3,12,411,3.846,0.201,1.914,0.04,0.022,10.1
"10300","M11","M","ND",2013-11-20,8,8.4,1.9,5.6,10.6,4.317,0.065,NA,12,453,4.154,0.231,1.782,0.046,0.035,8.6
"10301","T10a","T","NG",2013-11-21,8,11.5,0.8,4.1,2.8,2.491,0.03,2.4,8.9,200,NA,NA,NA,NA,NA,2.7
"10302","T6b","T","GM",2013-11-25,7.6,11.8,5.6,7.3,76.8,5.07,0.263,4.5,9.8,388,4.098,0.455,3.135,0.077,0.059,62.4
"10303","T10b","T","NG",2013-11-25,7.9,12,1.1,4.4,15,2.644,0.046,2.5,9.6,215,2.562,0.094,1.992,0.026,0.004,7.6
"10304","M14","M","ND",2013-11-25,8.3,11.3,1.8,5.6,13.4,3.125,0.065,2.8,10,368,2.923,0.068,2.792,0.029,0.015,22.6
"10305","T2","T","NS",2013-11-25,7.9,12.3,2.8,5.9,51.4,4.019,0.136,3.8,8.5,245,3.356,0.019,2.955,0.04,0.025,58.6
"10306","T1","T","BB",2013-11-25,7.7,13.4,1.3,4.2,5.8,2.85,0.031,2.7,7,215,2.643,0.061,2.265,0.014,0.003,6.6
"10307","M15","M","ND",2013-11-25,7.8,11.3,1.8,4.6,9.4,2.334,0.054,2.6,11,302,2.143,0.031,1.869,0.038,0.007,13
"10308","M5","M","ND",2013-11-25,8.4,12.4,1.7,4.4,8.8,2.501,0.037,2.6,9.2,242,2.252,0.022,2,0.014,NA,33.7
"10309","M1","M","ND",2013-11-25,8.6,8.6,0.6,3.2,2.4,1.511,0.016,2.3,12,185,1.474,0.095,1.327,0.012,0.005,4.4
"10310","M2","M","ND",2013-11-25,8.6,13.7,1,3.6,3.8,2.067,0.03,2.1,10,216,2.009,0.085,1.816,0.016,0.003,5.3
"10311","M13","M","ND",2013-11-25,7.9,11.7,1.1,5.4,12,3.329,0.065,3.9,10.4,355,3.038,0.06,2.645,0.033,0.01,23.3
"10312","T5b","T","WE",2013-11-25,7.9,13.1,1.8,4.5,5.6,2.291,0.038,2.5,8.3,315,2.152,0.078,1.78,0.017,NA,12
"10313","T6a","T","GM",2013-11-25,7.5,11.1,8.3,13.6,123.2,6.153,0.567,9.7,10.1,361,NA,NA,NA,NA,NA,98.1
"10314","T7b","T","KH",2013-11-26,7.5,11,6.6,9.1,12.2,8.187,0.183,7.7,10,727,7.401,0.805,5.651,0.04,0.004,40.1
"10315","M9","M","ND",2013-11-26,8.4,17.1,1.2,4.4,6.8,2.356,0.057,NA,11,308,2.239,0.133,1.916,0.029,0.017,10.9
"10316","M12","M","ND",2013-11-26,8.1,10.8,0.8,6,11,4.573,0.079,4.2,11.1,474,4.375,0.178,3.604,0.048,0.024,11.3
"10317","T11b","T","MR",2013-11-26,7.9,12,0.9,3.3,3.8,2.365,0.045,1.8,10,274,2.299,0.082,1.966,0.033,0.009,3
"10318","T4","T","BS",2013-11-26,7.7,11.1,2,6.1,9.6,3.278,0.115,3.9,8.5,309,3.129,0.188,2.465,0.078,0.06,8.5
"10319","M8","M","ND",2013-11-26,8.1,11.9,1,5,7.6,2.693,0.049,2.6,10,301,2.55,0.099,2.308,0.025,0.012,4.4
"10320","T9b","T","HG",2013-11-26,7.9,9.7,0.4,3.6,12.8,2.578,0.054,2.2,7.9,163,2.399,0.059,2.157,0.032,0.015,3.3
"10321","T8b","T","HO",2013-11-26,8.3,12.5,1.1,3.9,4.4,3.027,0.042,2.3,11,222,2.483,0.022,2.189,0.024,0.006,7.1
"10322","M7","M","ND",2013-11-26,8.1,11.5,1.5,5,5.8,3.191,0.065,3.2,10,319,3.014,0.136,2.443,0.034,0.012,6.1
"10323","M10","M","ND",2013-11-27,8.1,9.8,1.3,5.8,8.4,4.647,0.061,3.3,10,491,4.526,0.145,3.972,0.038,0.015,8.9
"10324","T10a","T","NG",2013-11-27,7.9,11.4,1.2,4.2,5,2.524,0.052,2.9,10.1,203,NA,NA,NA,NA,NA,4.6
"10325","M11","M","ND",2013-11-27,8,9.9,1.2,5.4,7.4,4.178,0.064,NA,10,447,4.066,0.159,3.539,0.042,0.021,12.5
"10326","T11b","T","MR",2013-12-02,7.8,11.9,1.6,3.7,2.8,2.488,0.044,2,7.1,251,2.454,0.094,2.115,0.03,0.01,1.8
"10327","T4","T","BS",2013-12-02,7.7,13.1,0.6,3.3,2.4,3.103,0.072,2.3,8.8,322,3.086,0.263,2.505,0.062,0.046,3.5
"10328","M1","M","ND",2013-12-02,8.6,10.8,0.8,3.4,0.8,1.99,0.13,1.9,11,171,1.452,0.075,1.247,0.021,0.013,3
"10329","M2","M","ND",2013-12-02,8.4,14.7,0.8,3.4,2,2.076,0.025,1.9,8,209,1.984,0.028,1.812,0.022,0.018,3.7
"10330","T9b","T","HG",2013-12-02,7.1,11.3,0.3,3,10.2,1.946,0.035,1.6,6.8,149,1.78,0.023,1.646,0.024,0.008,1.7
"10331","M7","M","ND",2013-12-02,7.5,11.6,1.5,4.2,4.4,3.392,0.049,2.9,8.1,332,3.183,0.095,2.723,0.031,0.011,8.8
"10332","T6b","T","GM",2013-12-03,7.6,11,0.8,2.8,13.8,5.16,0.078,2.1,10.7,401,4.98,0.614,3.914,0.058,0.046,3.1
"10333","T7b","T","KH",2013-12-03,8.3,14.6,5.4,8.9,15.6,8.388,0.122,6.6,9.4,686,6.801,0.09,5.92,0.03,0.003,76.3
"10334","T10b","T","NG",2013-12-03,7.9,12.3,1.2,4,4,2.841,0.034,2.5,7.6,230,2.758,0.119,2.295,0.024,0.004,4.6
"10335","M14","M","ND",2013-12-03,7.9,11.1,1.2,3.5,5.6,3.591,0.051,3,9,419,3.469,0.127,3.187,0.033,0.017,8.5
"10336","T2","T","NS",2013-12-03,7.9,11.4,0.3,2,6.8,4.144,0.048,1.2,7,256,3.916,0.027,3.478,0.044,0.035,2.2
"10337","M9","M","ND",2013-12-03,8.1,11.1,1.6,4.8,10.2,2.583,0.086,NA,9,317,2.559,0.167,1.054,0.038,0.015,12
"10338","M12","M","ND",2013-12-03,8,11.1,1.1,5.7,7.6,4.648,0.062,4,9.5,462,4.246,0.142,3.458,0.043,0.019,12.2
"10339","T1","T","BB",2013-12-03,7.7,14.4,0.5,4.3,3.2,3.077,0.021,2.8,5.2,210,2.837,0.037,2.219,0.01,NA,3.8
"10340","M15","M","ND",2013-12-03,8.6,12.3,2.7,3.1,6,2.798,0.052,2.8,9,350,2.672,0.073,2.338,0.026,0.008,20
"10341","M5","M","ND",2013-12-03,8.5,13.7,2.2,5.1,6.8,2.746,0.03,2.6,7.6,252,2.539,0.027,2.284,0.017,NA,31.5
"10342","M8","M","ND",2013-12-03,9.1,11.4,1.2,4,4.6,2.919,0.048,2.2,9,335,2.876,0.12,2.493,0.031,0.012,6.6
"10343","M13","M","ND",2013-12-03,7.8,10.8,1.3,5.2,5,4.015,0.049,3.8,9.5,398,3.932,0.146,3.237,0.042,0.019,5.7
"10344","T5b","T","WE",2013-12-03,7.8,12.5,3.1,5,6,3.242,0.046,3.1,7.5,339,2.73,0.155,2.2,0.02,NA,11.1
"10345","T8b","T","HO",2013-12-03,8.2,14.2,1,2.9,0.6,2.679,0.02,1.9,10,284,2.634,0.022,2.308,0.017,NA,2.2
"10346","T6a","T","GM",2013-12-03,7.7,11.4,0.8,3.4,5.2,4.815,0.076,2.2,9.2,361,NA,NA,NA,NA,NA,4.1
"10347","T7a","T","KH",2013-12-03,8,11.2,2.8,5.1,2.5,11.568,0.048,4.6,10.4,587,7.488,0.28,6.606,0.019,0.018,27.7
"10348","T11a","T","MR",2013-12-03,7.9,13.6,2.5,3,1.7,2.168,0.014,2.2,7.6,208,2.106,NA,1.401,0.009,0.008,1.5
"10349","T9a","T","HG",2013-12-03,7.8,13,1.5,3.3,13,1.698,0.02,2.8,7.8,128,1.595,NA,0.873,0.017,0.016,2.6
"10350","M10","M","ND",2013-12-04,8.3,12.8,1.8,5.6,14.6,4.093,0.055,2.9,10,473,3.809,0.213,3.22,0.044,0.013,19.9
"10351","M11","M","ND",2013-12-04,8.2,12.3,1.4,5.6,5.2,4.696,0.056,NA,9,533,4.636,0.206,1.968,0.039,0.013,19.5
"10352","T10a","T","NG",2013-12-05,7.6,12.5,1,3.9,3.6,2.881,0.036,2.5,7.7,250,NA,NA,NA,NA,NA,6.5
"10353","T6b","T","GM",2013-12-09,7.6,12.8,1,2.6,4.4,4.918,0.073,2.1,6.9,399,4.843,0.696,3.755,0.057,0.043,4.1
"10354","T10b","T","NG",2013-12-09,7.9,13.4,1.4,4.6,11,2.691,0.035,2.3,6.4,214,2.496,0.139,2.129,0.019,NA,8.4
"10355","T2","T","NS",2013-12-09,7.6,12.1,0.3,2.1,3.4,4.42,0.049,1.1,5.2,258,3.919,0.038,3.629,0.042,0.037,1.4
"10356","T1","T","BB",2013-12-09,7.8,12.7,0.5,4.2,4.2,2.7,0.023,2.5,5,215,2.52,0.029,2.165,0.012,NA,5.5
"10357","M5","M","ND",2013-12-09,8.3,15.5,1.8,4.2,6,2.794,0.032,2.8,5.8,256,2.548,0.024,2.314,0.015,NA,40.3
"10358","M1","M","ND",2013-12-09,8.2,13,0.4,2.6,1.2,1.511,0.015,1.6,10,172,1.479,0.121,0.629,0.014,0.006,1.9
"10359","M2","M","ND",2013-12-09,7.9,15.4,0.5,3.4,3.2,2.385,0.025,2.1,7,215,2.294,0.135,0.989,0.014,0.001,5.4
"10360","M3","M","ND",2013-12-09,8.2,13.5,0.5,2.4,2,3.766,0.041,0.8,6,427,3.298,0.081,1.756,0.037,0.034,1.4
"10361","M13","M","ND",2013-12-09,8.5,12,1,4.8,7.8,3.879,0.053,3.5,7.8,380,3.472,0.082,3.031,0.03,0.01,10.9
"10362","T5b","T","WE",2013-12-09,7.9,14.6,2.2,4.6,4.2,3.052,0.035,3.2,5.4,339,2.757,0.098,2.376,0.016,NA,19.9
"10363","T6a","T","GM",2013-12-09,7.4,12.4,0.3,3.1,3,4.301,0.069,2,7.3,368,NA,NA,NA,NA,NA,4.1
"10364","T7b","T","KH",2013-12-10,7.7,12.6,3.4,8,8.2,10.291,0.091,6.5,9.1,971,8.564,0.208,7.476,0.028,NA,42.4
"10365","M14","M","ND",2013-12-10,8.3,11.8,1.3,3,5.6,3.307,0.047,2.5,8,350,3.219,0.121,2.849,0.033,0.009,11.6
"10366","M9","M","ND",2013-12-10,7.9,11.4,1.5,4.2,6.6,2.766,0.069,2.4,8,301,2.756,0.139,1.129,0.032,0.012,8.4
"10367","M12","M","ND",2013-12-10,8,11.7,1.8,5.4,7,4.98,0.059,4,8.6,547,4.611,0.123,3.95,0.032,0.006,19.4
"10368","T11b","T","MR",2013-12-10,7.9,12.7,0.8,3,2.2,2.766,0.044,1.7,7.4,287,2.563,0.157,2.234,0.024,0.01,2
